DateTime,Blocks Per Day,Height
26/12/2015,171,390365
27/12/2015,205,390570
28/12/2015,151,390721
29/12/2015,159,390880
30/12/2015,165,391045
31/12/2015,142,391187
1/1/2016,135,391322
2/1/2016,145,391467
3/1/2016,145,391612
4/1/2016,181,391793
5/1/2016,157,391950
6/1/2016,141,392091
7/1/2016,147,392238
8/1/2016,173,392411
9/1/2016,151,392562
10/1/2016,175,392737
11/1/2016,170,392907
12/1/2016,170,393077
13/1/2016,148,393225
14/1/2016,133,393358
15/1/2016,122,393480
16/1/2016,142,393622
17/1/2016,151,393773
18/1/2016,173,393946
19/1/2016,133,394079
20/1/2016,152,394231
21/1/2016,137,394368
22/1/2016,176,394544
23/1/2016,179,394723
24/1/2016,171,394894
25/1/2016,162,395056
26/1/2016,160,395216
27/1/2016,155,395371
28/1/2016,146,395517
29/1/2016,169,395686
30/1/2016,187,395873
31/1/2016,181,396054
1/2/2016,161,396215
2/2/2016,180,396395
3/2/2016,179,396574
4/2/2016,168,396742
5/2/2016,188,396930
6/2/2016,200,397130
7/2/2016,176,397306
8/2/2016,148,397454
9/2/2016,176,397630
10/2/2016,164,397794
11/2/2016,192,397986
12/2/2016,171,398157
13/2/2016,156,398313
14/2/2016,166,398479
15/2/2016,152,398631
16/2/2016,138,398769
17/2/2016,155,398924
18/2/2016,169,399093
19/2/2016,145,399238
20/2/2016,150,399388
21/2/2016,128,399516
22/2/2016,127,399643
23/2/2016,136,399779
24/2/2016,118,399897
25/2/2016,155,400052
26/2/2016,140,400192
27/2/2016,147,400339
28/2/2016,134,400473
29/2/2016,133,400606
1/3/2016,141,400747
2/3/2016,157,400904
3/3/2016,135,401039
4/3/2016,155,401194
5/3/2016,150,401344
6/3/2016,148,401492
7/3/2016,133,401625
8/3/2016,154,401779
9/3/2016,168,401947
10/3/2016,155,402102
11/3/2016,160,402262
12/3/2016,144,402406
13/3/2016,133,402539
14/3/2016,152,402691
15/3/2016,161,402852
16/3/2016,152,403004
17/3/2016,141,403145
18/3/2016,136,403281
19/3/2016,136,403417
20/3/2016,146,403563
21/3/2016,139,403702
22/3/2016,148,403850
23/3/2016,149,403999
24/3/2016,147,404146
25/3/2016,146,404292
26/3/2016,153,404445
27/3/2016,141,404586
28/3/2016,170,404756
29/3/2016,157,404913
30/3/2016,147,405060
31/3/2016,124,405184
1/4/2016,153,405337
2/4/2016,139,405476
3/4/2016,142,405618
4/4/2016,166,405784
5/4/2016,155,405939
6/4/2016,157,406096
7/4/2016,139,406235
8/4/2016,144,406379
9/4/2016,162,406541
10/4/2016,173,406714
11/4/2016,153,406867
12/4/2016,148,407015
13/4/2016,164,407179
14/4/2016,164,407343
15/4/2016,139,407482
16/4/2016,138,407620
17/4/2016,158,407778
18/4/2016,134,407912
19/4/2016,150,408062
20/4/2016,165,408227
21/4/2016,151,408378
22/4/2016,143,408521
23/4/2016,144,408665
24/4/2016,132,408797
25/4/2016,127,408924
26/4/2016,151,409075
27/4/2016,129,409204
28/4/2016,135,409339
29/4/2016,158,409497
30/4/2016,146,409643
1/5/2016,155,409798
2/5/2016,157,409955
3/5/2016,151,410106
4/5/2016,167,410273
5/5/2016,155,410428
6/5/2016,162,410590
7/5/2016,150,410740
8/5/2016,168,410908
9/5/2016,171,411079
10/5/2016,158,411237
11/5/2016,133,411370
12/5/2016,139,411509
13/5/2016,152,411661
14/5/2016,144,411805
15/5/2016,139,411944
16/5/2016,141,412085
17/5/2016,141,412226
18/5/2016,153,412379
19/5/2016,120,412499
20/5/2016,149,412648
21/5/2016,141,412789
22/5/2016,184,412973
23/5/2016,180,413153
24/5/2016,147,413300
25/5/2016,138,413438
26/5/2016,135,413573
27/5/2016,139,413712
28/5/2016,133,413845
29/5/2016,147,413992
30/5/2016,144,414136
31/5/2016,127,414263
1/6/2016,143,414406
2/6/2016,138,414544
3/6/2016,142,414686
4/6/2016,119,414805
5/6/2016,170,414975
6/6/2016,170,415145
7/6/2016,140,415285
8/6/2016,144,415429
9/6/2016,165,415594
10/6/2016,144,415738
11/6/2016,156,415894
12/6/2016,146,416040
13/6/2016,161,416201
14/6/2016,132,416333
15/6/2016,152,416485
16/6/2016,149,416634
17/6/2016,149,416783
18/6/2016,158,416941
19/6/2016,177,417118
20/6/2016,164,417282
21/6/2016,149,417431
22/6/2016,129,417560
23/6/2016,140,417700
24/6/2016,129,417829
25/6/2016,162,417991
26/6/2016,146,418137
27/6/2016,147,418284
28/6/2016,148,418432
29/6/2016,146,418578
30/6/2016,150,418728
1/7/2016,155,418883
2/7/2016,149,419032
3/7/2016,154,419186
4/7/2016,151,419337
5/7/2016,145,419482
6/7/2016,140,419622
7/7/2016,137,419759
8/7/2016,145,419904
9/7/2016,149,420053
10/7/2016,156,420209
11/7/2016,143,420352
12/7/2016,143,420495
13/7/2016,129,420624
14/7/2016,141,420765
15/7/2016,135,420900
16/7/2016,157,421057
17/7/2016,149,421206
18/7/2016,148,421354
19/7/2016,128,421482
20/7/2016,150,421632
21/7/2016,133,421765
22/7/2016,129,421894
23/7/2016,131,422025
24/7/2016,124,422149
25/7/2016,131,422280
26/7/2016,129,422409
27/7/2016,128,422537
28/7/2016,136,422673
29/7/2016,147,422820
30/7/2016,119,422939
31/7/2016,154,423093
1/8/2016,153,423246
2/8/2016,154,423400
3/8/2016,166,423566
4/8/2016,153,423719
5/8/2016,169,423888
6/8/2016,166,424054
7/8/2016,148,424202
8/8/2016,148,424350
9/8/2016,124,424474
10/8/2016,151,424625
11/8/2016,150,424775
12/8/2016,149,424924
13/8/2016,163,425087
14/8/2016,163,425250
15/8/2016,146,425396
16/8/2016,135,425531
17/8/2016,123,425654
18/8/2016,154,425808
19/8/2016,154,425962
20/8/2016,155,426117
21/8/2016,163,426280
22/8/2016,158,426438
23/8/2016,147,426585
24/8/2016,152,426737
25/8/2016,130,426867
26/8/2016,132,426999
27/8/2016,144,427143
28/8/2016,152,427295
29/8/2016,149,427444
30/8/2016,164,427608
31/8/2016,134,427742
1/9/2016,140,427882
2/9/2016,153,428035
3/9/2016,126,428161
4/9/2016,179,428340
5/9/2016,140,428480
6/9/2016,136,428616
7/9/2016,152,428768
8/9/2016,144,428912
9/9/2016,142,429054
10/9/2016,155,429209
11/9/2016,164,429373
12/9/2016,163,429536
13/9/2016,165,429701
14/9/2016,156,429857
15/9/2016,154,430011
16/9/2016,139,430150
17/9/2016,163,430313
18/9/2016,145,430458
19/9/2016,133,430591
20/9/2016,151,430742
21/9/2016,166,430908
22/9/2016,141,431049
23/9/2016,136,431185
24/9/2016,166,431351
25/9/2016,185,431536
26/9/2016,153,431689
27/9/2016,167,431856
28/9/2016,148,432004
29/9/2016,143,432147
30/9/2016,142,432289
1/10/2016,157,432446
2/10/2016,141,432587
3/10/2016,151,432738
4/10/2016,158,432896
5/10/2016,167,433063
6/10/2016,161,433224
7/10/2016,143,433367
8/10/2016,169,433536
9/10/2016,160,433696
10/10/2016,124,433820
11/10/2016,139,433959
12/10/2016,144,434103
13/10/2016,128,434231
14/10/2016,136,434367
15/10/2016,142,434509
16/10/2016,130,434639
17/10/2016,125,434764
18/10/2016,155,434919
19/10/2016,125,435044
20/10/2016,134,435178
21/10/2016,164,435342
22/10/2016,149,435491
23/10/2016,144,435635
24/10/2016,143,435778
25/10/2016,139,435917
26/10/2016,138,436055
27/10/2016,162,436217
28/10/2016,152,436369
29/10/2016,149,436518
30/10/2016,168,436686
31/10/2016,147,436833
1/11/2016,144,436977
2/11/2016,133,437110
3/11/2016,155,437265
4/11/2016,116,437381
5/11/2016,147,437528
6/11/2016,153,437681
7/11/2016,146,437827
8/11/2016,169,437996
9/11/2016,147,438143
10/11/2016,168,438311
11/11/2016,163,438474
12/11/2016,168,438642
13/11/2016,142,438784
14/11/2016,172,438956
15/11/2016,156,439112
16/11/2016,171,439283
17/11/2016,159,439442
18/11/2016,148,439590
19/11/2016,142,439732
20/11/2016,128,439860
21/11/2016,139,439999
22/11/2016,134,440133
23/11/2016,147,440280
24/11/2016,162,440442
25/11/2016,152,440594
26/11/2016,153,440747
27/11/2016,144,440891
28/11/2016,164,441055
29/11/2016,149,441204
30/11/2016,142,441346
1/12/2016,146,441492
2/12/2016,143,441635
3/12/2016,172,441807
4/12/2016,148,441955
5/12/2016,152,442107
6/12/2016,150,442257
7/12/2016,174,442431
8/12/2016,157,442588
9/12/2016,135,442723
10/12/2016,132,442855
11/12/2016,187,443042
12/12/2016,156,443198
13/12/2016,178,443376
14/12/2016,139,443515
15/12/2016,127,443642
16/12/2016,133,443775
17/12/2016,144,443919
18/12/2016,141,444060
19/12/2016,151,444211
20/12/2016,138,444349
21/12/2016,159,444508
22/12/2016,159,444667
23/12/2016,152,444819
24/12/2016,137,444956
25/12/2016,165,445121
26/12/2016,142,445263
27/12/2016,156,445419
28/12/2016,164,445583
29/12/2016,150,445733
30/12/2016,157,445890
31/12/2016,148,446038
1/1/2017,156,446194
2/1/2017,159,446353
3/1/2017,164,446517
4/1/2017,153,446670
5/1/2017,140,446810
6/1/2017,161,446971
7/1/2017,138,447109
8/1/2017,167,447276
9/1/2017,136,447412
10/1/2017,160,447572
11/1/2017,153,447725
12/1/2017,172,447897
13/1/2017,150,448047
14/1/2017,172,448219
15/1/2017,167,448386
16/1/2017,169,448555
17/1/2017,158,448713
18/1/2017,150,448863
19/1/2017,174,449037
20/1/2017,189,449226
21/1/2017,181,449407
22/1/2017,174,449581
23/1/2017,138,449719
24/1/2017,149,449868
25/1/2017,149,450017
26/1/2017,155,450172
27/1/2017,170,450342
28/1/2017,152,450494
29/1/2017,167,450661
30/1/2017,144,450805
31/1/2017,145,450950
1/2/2017,192,451142
2/2/2017,157,451299
3/2/2017,149,451448
4/2/2017,144,451592
5/2/2017,159,451751
6/2/2017,125,451876
7/2/2017,151,452027
8/2/2017,146,452173
9/2/2017,169,452342
10/2/2017,147,452489
11/2/2017,139,452628
12/2/2017,140,452768
13/2/2017,163,452931
14/2/2017,169,453100
15/2/2017,139,453239
16/2/2017,151,453390
17/2/2017,151,453541
18/2/2017,151,453692
19/2/2017,134,453826
20/2/2017,148,453974
21/2/2017,138,454112
22/2/2017,138,454250
23/2/2017,150,454400
24/2/2017,163,454563
25/2/2017,167,454730
26/2/2017,178,454908
27/2/2017,144,455052
28/2/2017,153,455205
1/3/2017,144,455349
2/3/2017,157,455506
3/3/2017,151,455657
4/3/2017,132,455789
5/3/2017,147,455936
6/3/2017,142,456078
7/3/2017,153,456231
8/3/2017,142,456373
9/3/2017,148,456521
10/3/2017,156,456677
11/3/2017,149,456826
12/3/2017,155,456981
13/3/2017,145,457126
14/3/2017,156,457282
15/3/2017,142,457424
16/3/2017,153,457577
17/3/2017,154,457731
18/3/2017,157,457888
19/3/2017,165,458053
20/3/2017,136,458189
21/3/2017,142,458331
22/3/2017,159,458490
23/3/2017,148,458638
24/3/2017,176,458814
25/3/2017,133,458947
26/3/2017,166,459113
27/3/2017,132,459245
28/3/2017,155,459400
29/3/2017,138,459538
30/3/2017,164,459702
31/3/2017,135,459837
1/4/2017,132,459969
2/4/2017,158,460127
3/4/2017,176,460303
4/4/2017,125,460428
5/4/2017,162,460590
6/4/2017,147,460737
7/4/2017,162,460899
8/4/2017,137,461036
9/4/2017,159,461195
10/4/2017,147,461342
11/4/2017,167,461509
12/4/2017,142,461651
13/4/2017,127,461778
14/4/2017,139,461917
15/4/2017,150,462067
16/4/2017,146,462213
17/4/2017,138,462351
18/4/2017,146,462497
19/4/2017,143,462640
20/4/2017,138,462778
21/4/2017,167,462945
22/4/2017,145,463090
23/4/2017,153,463243
24/4/2017,124,463367
25/4/2017,148,463515
26/4/2017,153,463668
27/4/2017,147,463815
28/4/2017,136,463951
29/4/2017,173,464124
30/4/2017,151,464275
1/5/2017,150,464425
2/5/2017,158,464583
3/5/2017,132,464715
4/5/2017,168,464883
5/5/2017,129,465012
6/5/2017,168,465180
7/5/2017,167,465347
8/5/2017,180,465527
9/5/2017,155,465682
10/5/2017,148,465830
11/5/2017,135,465965
12/5/2017,154,466119
13/5/2017,158,466277
14/5/2017,164,466441
15/5/2017,170,466611
16/5/2017,132,466743
17/5/2017,155,466898
18/5/2017,142,467040
19/5/2017,164,467204
20/5/2017,165,467369
21/5/2017,147,467516
22/5/2017,146,467662
23/5/2017,168,467830
24/5/2017,154,467984
25/5/2017,163,468147
26/5/2017,153,468300
27/5/2017,168,468468
28/5/2017,165,468633
29/5/2017,151,468784
30/5/2017,179,468963
31/5/2017,164,469127
1/6/2017,170,469297
2/6/2017,146,469443
3/6/2017,192,469635
4/6/2017,161,469796
5/6/2017,164,469960
6/6/2017,151,470111
7/6/2017,165,470276
8/6/2017,165,470441
9/6/2017,151,470592
10/6/2017,141,470733
11/6/2017,146,470879
12/6/2017,147,471026
13/6/2017,141,471167
14/6/2017,140,471307
15/6/2017,153,471460
16/6/2017,148,471608
17/6/2017,145,471753
18/6/2017,145,471898
19/6/2017,151,472049
20/6/2017,138,472187
21/6/2017,140,472327
22/6/2017,139,472466
23/6/2017,160,472626
24/6/2017,146,472772
25/6/2017,122,472894
26/6/2017,142,473036
27/6/2017,131,473167
28/6/2017,157,473324
29/6/2017,120,473444
30/6/2017,154,473598
1/7/2017,164,473762
2/7/2017,188,473950
3/7/2017,170,474120
4/7/2017,153,474273
5/7/2017,149,474422
6/7/2017,142,474564
7/7/2017,148,474712
8/7/2017,165,474877
9/7/2017,138,475015
10/7/2017,197,475212
11/7/2017,173,475385
12/7/2017,177,475562
13/7/2017,157,475719
14/7/2017,139,475858
15/7/2017,127,475985
16/7/2017,163,476148
17/7/2017,148,476296
18/7/2017,165,476461
19/7/2017,149,476610
20/7/2017,162,476772
21/7/2017,154,476926
22/7/2017,160,477086
23/7/2017,172,477258
24/7/2017,178,477436
25/7/2017,148,477584
26/7/2017,147,477731
27/7/2017,154,477885
28/7/2017,150,478035
29/7/2017,157,478192
30/7/2017,147,478339
31/7/2017,145,478484
1/8/2017,149,478633
2/8/2017,152,478785
3/8/2017,138,478923
4/8/2017,179,479102
5/8/2017,177,479279
6/8/2017,140,479419
7/8/2017,153,479572
8/8/2017,164,479736
9/8/2017,138,479874
10/8/2017,134,480008
11/8/2017,144,480152
12/8/2017,135,480287
13/8/2017,148,480435
14/8/2017,130,480565
15/8/2017,152,480717
16/8/2017,130,480847
17/8/2017,179,481026
18/8/2017,149,481175
19/8/2017,151,481326
20/8/2017,130,481456
21/8/2017,115,481571
22/8/2017,89,481660
23/8/2017,159,481819
24/8/2017,101,481920
25/8/2017,101,482021
26/8/2017,105,482126
27/8/2017,155,482281
28/8/2017,129,482410
29/8/2017,149,482559
30/8/2017,168,482727
31/8/2017,163,482890
1/9/2017,174,483064
2/9/2017,164,483228
3/9/2017,154,483382
4/9/2017,175,483557
5/9/2017,197,483754
6/9/2017,162,483916
7/9/2017,176,484092
8/9/2017,175,484267
9/9/2017,169,484436
10/9/2017,138,484574
11/9/2017,174,484748
12/9/2017,188,484936
13/9/2017,190,485126
14/9/2017,174,485300
15/9/2017,180,485480
16/9/2017,169,485649
17/9/2017,176,485825
18/9/2017,127,485952
19/9/2017,156,486108
20/9/2017,117,486225
21/9/2017,176,486401
22/9/2017,139,486540
23/9/2017,166,486706
24/9/2017,145,486851
25/9/2017,125,486976
26/9/2017,138,487114
27/9/2017,147,487261
28/9/2017,177,487438
29/9/2017,169,487607
30/9/2017,138,487745
1/10/2017,130,487875
2/10/2017,150,488025
3/10/2017,183,488208
4/10/2017,134,488342
5/10/2017,125,488467
6/10/2017,159,488626
7/10/2017,158,488784
8/10/2017,182,488966
9/10/2017,161,489127
10/10/2017,160,489287
11/10/2017,139,489426
12/10/2017,153,489579
13/10/2017,136,489715
14/10/2017,141,489856
15/10/2017,195,490051
16/10/2017,174,490225
17/10/2017,164,490389
18/10/2017,151,490540
19/10/2017,178,490718
20/10/2017,179,490897
21/10/2017,153,491050
22/10/2017,182,491232
23/10/2017,171,491403
24/10/2017,167,491570
25/10/2017,185,491755
26/10/2017,180,491935
27/10/2017,104,492039
28/10/2017,85,492124
29/10/2017,154,492278
30/10/2017,147,492425
31/10/2017,138,492563
1/11/2017,156,492719
2/11/2017,150,492869
3/11/2017,119,492988
4/11/2017,130,493118
5/11/2017,141,493259
6/11/2017,133,493392
7/11/2017,156,493548
8/11/2017,144,493692
9/11/2017,153,493845
10/11/2017,120,493965
11/11/2017,80,494045
12/11/2017,80,494125
13/11/2017,140,494265
14/11/2017,128,494393
15/11/2017,152,494545
16/11/2017,152,494697
17/11/2017,167,494864
18/11/2017,136,495000
19/11/2017,160,495160
20/11/2017,175,495335
21/11/2017,173,495508
22/11/2017,148,495656
23/11/2017,157,495813
24/11/2017,149,495962
25/11/2017,156,496118
26/11/2017,153,496271
27/11/2017,170,496441
28/11/2017,156,496597
29/11/2017,173,496770
30/11/2017,167,496937
1/12/2017,183,497120
2/12/2017,161,497281
3/12/2017,176,497457
4/12/2017,181,497638
5/12/2017,178,497816
6/12/2017,188,498004
7/12/2017,152,498156
8/12/2017,156,498312
9/12/2017,174,498486
10/12/2017,164,498650
11/12/2017,171,498821
12/12/2017,156,498977
13/12/2017,186,499163
14/12/2017,185,499348
15/12/2017,169,499517
16/12/2017,171,499688
17/12/2017,185,499873
18/12/2017,182,500055
19/12/2017,140,500195
20/12/2017,136,500331
21/12/2017,132,500463
22/12/2017,155,500618
23/12/2017,139,500757
24/12/2017,152,500909
25/12/2017,135,501044
26/12/2017,142,501186
27/12/2017,156,501342
28/12/2017,149,501491
29/12/2017,165,501656
30/12/2017,147,501803
31/12/2017,163,501966
1/1/2018,156,502122
2/1/2018,171,502293
3/1/2018,157,502450
4/1/2018,168,502618
5/1/2018,143,502761
6/1/2018,168,502929
7/1/2018,162,503091
8/1/2018,166,503257
9/1/2018,164,503421
10/1/2018,166,503587
11/1/2018,193,503780
12/1/2018,178,503958
13/1/2018,149,504107
14/1/2018,155,504262
15/1/2018,150,504412
16/1/2018,159,504571
17/1/2018,167,504738
18/1/2018,173,504911
19/1/2018,165,505076
20/1/2018,178,505254
21/1/2018,187,505441
22/1/2018,167,505608
23/1/2018,177,505785
24/1/2018,176,505961
25/1/2018,158,506119
26/1/2018,155,506274
27/1/2018,157,506431
28/1/2018,158,506589
29/1/2018,148,506737
30/1/2018,167,506904
31/1/2018,117,507021
1/2/2018,160,507181
2/2/2018,168,507349
3/2/2018,158,507507
4/2/2018,178,507685
5/2/2018,185,507870
6/2/2018,170,508040
7/2/2018,141,508181
8/2/2018,131,508312
9/2/2018,135,508447
10/2/2018,143,508590
11/2/2018,151,508741
12/2/2018,166,508907
13/2/2018,164,509071
14/2/2018,179,509250
15/2/2018,131,509381
16/2/2018,157,509538
17/2/2018,149,509687
18/2/2018,162,509849
19/2/2018,162,510011
20/2/2018,141,510152
21/2/2018,169,510321
22/2/2018,149,510470
23/2/2018,148,510618
24/2/2018,145,510763
25/2/2018,171,510934
26/2/2018,141,511075
27/2/2018,160,511235
28/2/2018,155,511390
1/3/2018,165,511555
2/3/2018,156,511711
3/3/2018,180,511891
4/3/2018,148,512039
5/3/2018,149,512188
6/3/2018,156,512344
7/3/2018,157,512501
8/3/2018,162,512663
9/3/2018,146,512809
10/3/2018,140,512949
11/3/2018,153,513102
12/3/2018,161,513263
13/3/2018,158,513421
14/3/2018,144,513565
15/3/2018,144,513709
16/3/2018,156,513865
17/3/2018,149,514014
18/3/2018,151,514165
19/3/2018,155,514320
20/3/2018,127,514447
21/3/2018,152,514599
22/3/2018,143,514742
23/3/2018,133,514875
24/3/2018,156,515031
25/3/2018,135,515166
26/3/2018,150,515316
27/3/2018,152,515468
28/3/2018,135,515603
29/3/2018,152,515755
30/3/2018,162,515917
31/3/2018,128,516045
1/4/2018,162,516207
2/4/2018,156,516363
3/4/2018,163,516526
4/4/2018,147,516673
5/4/2018,156,516829
6/4/2018,138,516967
7/4/2018,180,517147
8/4/2018,161,517308
9/4/2018,147,517455
10/4/2018,164,517619
11/4/2018,161,517780
12/4/2018,154,517934
13/4/2018,165,518099
14/4/2018,137,518236
15/4/2018,163,518399
16/4/2018,141,518540
17/4/2018,162,518702
18/4/2018,160,518862
19/4/2018,178,519040
20/4/2018,137,519177
21/4/2018,159,519336
22/4/2018,160,519496
23/4/2018,153,519649
24/4/2018,159,519808
25/4/2018,123,519931
26/4/2018,141,520072
27/4/2018,142,520214
28/4/2018,128,520342
29/4/2018,158,520500
30/4/2018,155,520655
1/5/2018,158,520813
2/5/2018,140,520953
3/5/2018,151,521104
4/5/2018,138,521242
5/5/2018,161,521403
6/5/2018,137,521540
7/5/2018,150,521690
8/5/2018,139,521829
9/5/2018,160,521989
10/5/2018,154,522143
11/5/2018,127,522270
12/5/2018,165,522435
13/5/2018,148,522583
14/5/2018,132,522715
15/5/2018,146,522861
16/5/2018,179,523040
17/5/2018,132,523172
18/5/2018,148,523320
19/5/2018,154,523474
20/5/2018,144,523618
21/5/2018,157,523775
22/5/2018,151,523926
23/5/2018,162,524088
24/5/2018,143,524231
25/5/2018,176,524407
26/5/2018,162,524569
27/5/2018,164,524733
28/5/2018,156,524889
29/5/2018,139,525028
30/5/2018,174,525202
31/5/2018,170,525372
1/6/2018,166,525538
2/6/2018,152,525690
3/6/2018,163,525853
4/6/2018,183,526036
5/6/2018,175,526211
6/6/2018,147,526358
7/6/2018,143,526501
8/6/2018,145,526646
9/6/2018,143,526789
10/6/2018,127,526916
11/6/2018,140,527056
12/6/2018,145,527201
13/6/2018,143,527344
14/6/2018,153,527497
15/6/2018,153,527650
16/6/2018,166,527816
17/6/2018,157,527973
18/6/2018,164,528137
19/6/2018,155,528292
20/6/2018,155,528447
21/6/2018,170,528617
22/6/2018,151,528768
23/6/2018,160,528928
24/6/2018,171,529099
25/6/2018,157,529256
26/6/2018,146,529402
27/6/2018,121,529523
28/6/2018,157,529680
29/6/2018,151,529831
30/6/2018,141,529972
1/7/2018,147,530119
2/7/2018,141,530260
3/7/2018,116,530376
4/7/2018,134,530510
5/7/2018,137,530647
6/7/2018,160,530807
7/7/2018,156,530963
8/7/2018,158,531121
9/7/2018,136,531257
10/7/2018,149,531406
11/7/2018,135,531541
12/7/2018,141,531682
13/7/2018,143,531825
14/7/2018,133,531958
15/7/2018,133,532091
16/7/2018,120,532211
17/7/2018,159,532370
18/7/2018,174,532544
19/7/2018,171,532715
20/7/2018,154,532869
21/7/2018,137,533006
22/7/2018,182,533188
23/7/2018,166,533354
24/7/2018,159,533513
25/7/2018,177,533690
26/7/2018,165,533855
27/7/2018,167,534022
28/7/2018,145,534167
29/7/2018,170,534337
30/7/2018,134,534471
31/7/2018,147,534618
1/8/2018,150,534768
2/8/2018,153,534921
3/8/2018,166,535087
4/8/2018,176,535263
5/8/2018,160,535423
6/8/2018,131,535554
7/8/2018,151,535705
8/8/2018,157,535862
9/8/2018,149,536011
10/8/2018,176,536187
11/8/2018,170,536357
12/8/2018,155,536512
13/8/2018,150,536662
14/8/2018,136,536798
15/8/2018,161,536959
16/8/2018,158,537117
17/8/2018,152,537269
18/8/2018,160,537429
19/8/2018,145,537574
20/8/2018,150,537724
21/8/2018,148,537872
22/8/2018,160,538032
23/8/2018,149,538181
24/8/2018,146,538327
25/8/2018,135,538462
26/8/2018,173,538635
27/8/2018,185,538820
28/8/2018,153,538973
29/8/2018,139,539112
30/8/2018,154,539266
31/8/2018,155,539421
1/9/2018,151,539572
2/9/2018,144,539716
3/9/2018,144,539860
4/9/2018,126,539986
5/9/2018,132,540118
6/9/2018,150,540268
7/9/2018,152,540420
8/9/2018,150,540570
9/9/2018,163,540733
10/9/2018,135,540868
11/9/2018,141,541009
12/9/2018,168,541177
13/9/2018,148,541325
14/9/2018,132,541457
15/9/2018,140,541597
16/9/2018,139,541736
17/9/2018,135,541871
18/9/2018,142,542013
19/9/2018,156,542169
20/9/2018,154,542323
21/9/2018,144,542467
22/9/2018,155,542622
23/9/2018,150,542772
24/9/2018,148,542920
25/9/2018,169,543089
26/9/2018,139,543228
27/9/2018,143,543371
28/9/2018,154,543525
29/9/2018,152,543677
30/9/2018,163,543840
1/10/2018,158,543998
2/10/2018,137,544135
3/10/2018,145,544280
4/10/2018,150,544430
5/10/2018,130,544560
6/10/2018,125,544685
7/10/2018,142,544827
8/10/2018,135,544962
9/10/2018,130,545092
10/10/2018,144,545236
11/10/2018,159,545395
12/10/2018,132,545527
13/10/2018,141,545668
14/10/2018,114,545782
15/10/2018,162,545944
16/10/2018,135,546079
17/10/2018,138,546217
18/10/2018,138,546355
19/10/2018,142,546497
20/10/2018,143,546640
21/10/2018,138,546778
22/10/2018,155,546933
23/10/2018,154,547087
24/10/2018,113,547200
25/10/2018,137,547337
26/10/2018,143,547480
27/10/2018,136,547616
28/10/2018,140,547756
29/10/2018,146,547902
30/10/2018,154,548056
31/10/2018,163,548219
1/11/2018,154,548373
2/11/2018,143,548516
3/11/2018,161,548677
4/11/2018,123,548800
5/11/2018,144,548944
6/11/2018,128,549072
7/11/2018,130,549202
8/11/2018,121,549323
9/11/2018,127,549450
10/11/2018,131,549581
11/11/2018,146,549727
12/11/2018,140,549867
13/11/2018,120,549987
14/11/2018,135,550122
15/11/2018,127,550249
16/11/2018,126,550375
17/11/2018,145,550520
18/11/2018,123,550643
19/11/2018,126,550769
20/11/2018,132,550901
21/11/2018,105,551006
22/11/2018,122,551128
23/11/2018,125,551253
24/11/2018,143,551396
25/11/2018,127,551523
26/11/2018,111,551634
27/11/2018,131,551765
28/11/2018,118,551883
29/11/2018,105,551988
30/11/2018,101,552089
1/12/2018,124,552213
2/12/2018,114,552327
3/12/2018,114,552441
4/12/2018,138,552579
5/12/2018,130,552709
6/12/2018,135,552844
7/12/2018,114,552958
8/12/2018,127,553085
9/12/2018,128,553213
10/12/2018,124,553337
11/12/2018,125,553462
12/12/2018,120,553582
13/12/2018,131,553713
14/12/2018,146,553859
15/12/2018,149,554008
16/12/2018,115,554123
17/12/2018,160,554283
18/12/2018,128,554411
19/12/2018,149,554560
20/12/2018,135,554695
21/12/2018,140,554835
22/12/2018,175,555010
23/12/2018,176,555186
24/12/2018,152,555338
25/12/2018,159,555497
26/12/2018,157,555654
27/12/2018,174,555828
28/12/2018,167,555995
29/12/2018,138,556133
30/12/2018,176,556309
31/12/2018,155,556464
1/1/2019,149,556613
2/1/2019,151,556764
3/1/2019,155,556919
4/1/2019,149,557068
5/1/2019,163,557231
6/1/2019,141,557372
7/1/2019,141,557513
8/1/2019,169,557682
9/1/2019,164,557846
10/1/2019,156,558002
11/1/2019,148,558150
12/1/2019,138,558288
13/1/2019,137,558425
14/1/2019,149,558574
15/1/2019,132,558706
16/1/2019,133,558839
17/1/2019,127,558966
18/1/2019,138,559104
19/1/2019,133,559237
20/1/2019,157,559394
21/1/2019,150,559544
22/1/2019,130,559674
23/1/2019,146,559820
24/1/2019,162,559982
25/1/2019,138,560120
26/1/2019,150,560270
27/1/2019,137,560407
28/1/2019,145,560552
29/1/2019,146,560698
30/1/2019,136,560834
31/1/2019,155,560989
1/2/2019,158,561147
2/2/2019,144,561291
3/2/2019,138,561429
4/2/2019,147,561576
5/2/2019,147,561723
6/2/2019,164,561887
7/2/2019,174,562061
8/2/2019,163,562224
9/2/2019,150,562374
10/2/2019,140,562514
11/2/2019,145,562659
12/2/2019,128,562787
13/2/2019,153,562940
14/2/2019,141,563081
15/2/2019,127,563208
16/2/2019,150,563358
17/2/2019,159,563517
18/2/2019,155,563672
19/2/2019,156,563828
20/2/2019,130,563958
21/2/2019,119,564077
22/2/2019,162,564239
23/2/2019,143,564382
24/2/2019,137,564519
25/2/2019,143,564662
26/2/2019,161,564823
27/2/2019,141,564964
28/2/2019,150,565114
1/3/2019,162,565276
2/3/2019,132,565408
3/3/2019,146,565554
4/3/2019,137,565691
